Kategori;Poz No;Taným;Birim;2025 Birim Fiyat (TL)
ELEKTRÝK;354103130;Adresli yangýn alarm sistemi, kablo tipi harici sýcaklýk sensörü (Ölçü: Ad.) Paslanmaz çelik kaplý yarý iletken harici sýcaklýk sensörlü, sensör için farksal alarm eþik seviyesi, alarm eþik seviyesi, min eþik seviyesi gibi bilgiler 35.410.3110 birim fiyat numaralý algýlama sistemine, harici sensör modülü kullanýlarak baðlanan, ISO 9001 Kalite Yönetim Sistem belgelerine sahip firma mamulü, harici sýcaklýk sensörü, sensör modülü ve baðlantý kutularý temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;129.38
ELEKTRÝK;354106001;"Anahtarlamalý güç kaynaðý ünitesi; 1 Ah";;323.44
ELEKTRÝK;354106002;"Anahtarlamalý güç kaynaðý ünitesi; 3 Ah";;323.44
ELEKTRÝK;354106003;"Anahtarlamalý güç kaynaðý ünitesi; 5 Ah";;323.44
ELEKTRÝK;354106004;"Anahtarlamalý güç kaynaðý ünitesi; 10 Ah";;323.44
ELEKTRÝK;354107010;Adresli Kablosuz Yangýn Alarm Alýcý-Verici Ünitesi: (Ölçü: Ad.) Adresli kablosuz yangýn alarm alýcý-verici, uyumlu bir çevrime baðlandýðýnda, adresli kablosuz saha cihazlarýný yangýn algýlama ve ihbar sistemine baðlayan, en az 7 farklý kanaldan haberleþmeye izin veren, otomatik kanal seçme özelliðine sahip, TS EN 54-18 ve TS EN 54-25 standartlarýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Alýcý-verici ünitesinin temini, iþyerine nakli, her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;1521.88
ELEKTRÝK;354107020;Adresli Kablosuz Yangýn Alarm Geniþletme Modülü: (Ölçü: Ad.) Alýcý-verici modüllerden gelen sinyal güçlerini artýrarak kablosuz yangýn sistemin kapsama alanýný geniþleten, otomatik kanal seçme özelliðine sahip, TS EN 54-18 ve TS EN 54-25 standartlarýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Geniþletme modülünün temini, iþyerine nakli, her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;1521.88
ELEKTRÝK;354107030;Adresli Kablosuz Duman Dedektörü: (Ölçü: Ad.) Adresli kablosuz yangýn duman dedektörü, mikroiþlemci kontrollü dedektör ýþýk saçma prensibiyle çalýþan bir fotoelektrik duman hücresine sahip olmalýdýr. Dedektör üzerinde, uzaktan gözle kontrolün saðlanabilmesi için en az bir adet Led ýþýðý olacaktýr. En az 3 yýllýk çalýþma ömrü olan  çift bataryaya sahip, alýcý-verici  olarak çift taraflý haberleþme imkanýna ve otomatik kanal seçme özelliðine sahip olmalýdýr.TS EN 54-7 ve TS EN 54-25 standartlarýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Dedektörün temini, iþyerine nakli, her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354107040;Adresli Kablosuz Sýcaklýk Dedektörü: (Ölçü: Ad.) Adresli kablosuz yangýn sýcaklýk dedektörü, sabit sýcaklýk dedektörü yada sýcaklýk artýþ hýzý dedektörü olarak çalýþacak þekilde programlanabilecektir. Dedektör üzerinde, uzaktan gözle kontrolün saðlanabilmesi için en az bir adet Led ýþýðý olacaktýr. En az 3 yýllýk çalýþma ömrü olan  çift bataryaya sahip olacaktýr. Alýcý-verici  olarak çift taraflý haberleþme imkanýna ve otomatik kanal seçme özelliðine sahip olmalýdýr. TS EN 54-5 ve TS EN 54-25 standartlarýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr.;;323.44
ELEKTRÝK;354107050;Adresli Kablosuz Yangýn Duman ve Sýcaklýk Dedektörü: (Ölçü: Ad.) Adresli kablosuz duman ve sýcaklýk dedektörü, mikroiþlemci kontrollü dedektör ýþýk saçma prensibiyle çalýþan bir fotoelektrik duman hücresine sahip olmalýdýr ve dedektör sabit sýcaklýk dedektörü yada sýcaklýk artýþ hýzý dedektörü olarak çalýþacak þekilde programlanabilmelidir. Dedektör üzerinde, uzaktan gözle kontrolün saðlanabilmesi için en az bir adet Led ýþýðý olacaktýr. En az 3 yýllýk çalýþma ömrü olan  çift bataryaya sahip olan, alýcý-verici  olarak çift taraflý haberleþme imkanýna ve otomatik kanal seçme özelliðine sahip olan, TS EN 54-5, TS EN54-7 ve TS EN 54-25 standartlarýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr.;;323.44
ELEKTRÝK;354107060;Adresli Kablosuz Sýfýrlanabilir Yangýn  Alarm Butonu: (Ölçü: Ad.) Adresli kablosuz  sýfýrlanabilir yangýn alarm butonu, sistemde manuel ikaz elemaný olarak çalýþacak ve sýva üstü ile sýva altý montaja uygun ve mikro iþlemci kontrollü olacaktýr.En az 3 yýllýk çalýþma ömrü olan çift bataryaya sahip olan, alýcý-verici olarak çift taraflý haberleþme imkanýna ve  otomatik kanal seçme özelliðine sahip olan, TS EN 54-11 ve TS EN 54-25 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði;;323.44
ELEKTRÝK;354107070;Adresli Kablosuz Giriþ Modülü: (Ölçü: Ad.) Kablosuz alýcý-verici ünitesi ile çift yönlü haberleþebilen, en az 3 yýllýk çalýþma ömrü olan çift bataryaya sahip, otomatik kanal seçme özelliðine sahip olan, TS EN 54-18 ve TS EN 54-25 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip kablosuz giriþ modülünün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354107080;Adresli Kablosuz Yangýn Çýkýþ Modülü: (Ölçü: Ad.) Kablosuz alýcý-verici ünitesi ile çift yönlü haberleþebilen, en az 3 yýllýk çalýþma ömrü olan çift bataryaya sahip, alýcý-verici  olarak çift taraflý haberleþme imkanýna ve otomatik kanal seçme özelliðine sahip olan, TS EN 54-18 ve TS EN 54-25 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip kablosuz çýkýþ modülünün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354107090;Adresli Kablosuz Flaþörlü Yangýn Ýhbar Sireni: (Ölçü: Ad.) Kablosuz alýcý-verici ünitesi ile haberleþebilen, en az 2 yýllýk çalýþma ömrü olan çift bataryaya sahip, alýcý-verici  olarak çift taraflý haberleþme imkanýna ve otomatik kanal seçme özelliðine sahip, TS EN 54-3, TS EN 54-23 ve TS EN 54-25 standartlarýýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip flaþörlü sirenin temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
BOYA & ALÇI;354151200;Konvansiyonel panel sürücü kartý: (Ölçü: Ad.) Konvansiyonel tip yangýn ihbar santralýnýn modüler yapýsý içerisinde, tekrarlayýcý yangýn ihbar;;323.44
ELEKTRÝK;354151300;Konvansiyonel tekrarlayýcý yangýn ihbar paneli : (Ölçü: Ad.) Tekrarlayýcý yangýn ihbar paneli, ana yangýn ihbar santralý ile haberleþebilmeli ve sistemle ilgili tüm alarm ve arýza durumlarýný izleyebilmelidir. Tekrarlayýcý yangýn ihbar paneli, genel yangýn alarm ve arýza lambasýna, her yangýn bölgesi için ayrý alarm ve arýza lambalarýna sahip olmalý ve lokal sesli uyarý cihazý bulunmalýdýr. Santral üzerinde yetkisiz kiþilerin santrala müdahale etmesini engelleyen kilit sistemi olacaktýr. Ana beslemenin kesilmesi durumunda yangýn alarm sistemi, algýlama fonksiyonlarýný en az 24 saat yerine getirebilecek ve bu sürenin sonunda tüm alarm verme, kontrol ve haberleþme fonksiyonlarýný en az 30 dakika süre ile yerine getirebilecek þekilde tam kapalý, sýzdýrmaz tip, bakým gerektirmeyen akümülatörler ile teçhiz edilmelidir. Santralýn topraklanmasý, Elektrik Tesislerinde Topraklamalar Yönetmeliðine uygun, baðýmsýz olarak gerekli ohm da yapýlmalýdýr. Santral TS EN 54-2 ve TS EN 54-4 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Teknik þartnamesinde yazýlý özellikte tekrarlayýcý yangýn ihbar santrali temini, yerine montajý, her nevi ufak malzeme ve iþçilik dahil, çalýþýr halde teslimi.;;4337.50
ELEKTRÝK;354151400;Konvansiyonel yangýn ihbar butonu ve montajý: (Ölçü: Ad.) Konvansiyonel yangýn ihbar butonlarý, üzerilerindeki plastik film kaplý cam kýrýlarak aktive edilmelidir. Cam kýrýldýðýnda normalde cama dayalý duran bir mikro anahtar serbest hale gelerek konum deðiþtirmeli ve yeni bir cam takýlýncaya kadar bu durumda kalmalýdýr. Buton bir test anahtarý vasýtasýyla camlarý kýrýlmadan da test edilebilmelidir. Buton TS EN 54-11 standardýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunlukiþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Konvansiyonel yangýn ihbar butonu temini, yerine montajý, yangýn ihbar sortilerine baðlanmasý her nevi ufak malzeme ve iþçilik dahil, çalýþýr halde teslimi.;;323.44
SIHHÝ TESÝSAT;354151410;Konvansiyonel resetlenebilir (sýfýrlanabilir) yangýn ihbar butonu ve montajý: (Ölçü: Ad.) Konvansiyonel resetlenebilir yangýn ihbar butonu, üzerindeki esnek kýrýlmaz cama basýlmasýyla aktive olmalý ve sýfýrlama iþlemi gerçekleþtirilene kadar bu durumda kalmalýdýr. TS EN 54-11 standardýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Butonun temini, yerine montajý, yangýn ihbar sortilerine baðlanmasý her nevi ufak malzeme ve iþçilik dahil, çalýþýr halde teslimi.;;323.44
SIHHÝ TESÝSAT;354151420;Konvansiyonel resetlenebilir (sýfýrlanabilir) dýþ ortam yangýn ihbar butonu ve montajý: (Ölçü: Ad.) Konvansiyonel resetlenebilir (sýfýrlanabilir) dýþ ortam yangýn ihbar butonu üzerindeki esnek kýrýlmaz cama basýldýðýnda aktive olmalý ve sýfýrlama iþlemi gerçekleþtirilene kadar bu durumda kalmalýdýr. Butonun koruma sýnýfý en az IP 65 koruma sýnýfýna sahip olmalýdýr. Buton TS EN 54-11 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip üretici firma mamulü olacaktýr. Butonun temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354151430;Konvansiyonel sabit sýcaklýk dedektörü ve montajý: (Ölçü: Ad.) Dedektör yarý-iletken sýcaklýk algýlama teknolojisi ile sýcaklýk artýþ hýzý ne olursa olsun,  sýcaklýk belirli bir eþik deðere ulaþtýðýnda algýlama yapacaktýr. Dedektör paralel ihbar lambasý baðlantýsýna uygun olacak ve kolay takýlýp sökülebilmesini saðlayan bir sokete sahip olacaktýr. Dedektör TS EN 54-5 standardýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Dedektörün temini, iþyerine nakli, her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354151440;Konvansiyonel sýcaklýk artýþ hýzý dedektörü (Ölçü: Ad.) Dedektör, yarý iletken sýcaklýk algýlama teknolojisi ile ortamdaki sýcaklýðýn zamana göre artýþ hýzý belirli bir eþik deðere ulaþtýðýnda ve sýcaklýðýn artýþ hýzý belirli bir deðere ulaþtýðýnda algýlama yapacaktýr. Dedektör sabit sýcaklýk detektörü yada sýcaklýk artýþ hýzý dedektörü olarak çalýþabilecektir. Dedektör paralel ihbar lambasý baðlantýsýna uygun olacak ve takýlýp;;323.44
ELEKTRÝK;354151450;Konvansiyonel optik duman dedektörü ve montajý: (Ölçü: Ad.) Dedektör optik yöntem ile duman algýlamasý yapacaktýr. Dedektör ýþýk saçma prensibiyle çalýþan bir fotoelektrik duman hücresine sahip olacaktýr. Dedektör paralel ihbar lambasý baðlantýsýna uygun olacak ve takýlýp sökülebilmesini saðlayan bir sokete sahip olacaktýr. Dedektör TS EN 54-7 standardýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Dedektörün temini, iþyerine nakli, her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354151460;Paralel ihbar lambasý: (Ölçü: Ad.) Yangýn alarm dedektörlerinin algýlama yapmasýyla paralel ihbar lambasý çýkýþýndan gelen sinyalle çalýþacaktýr. Dedektörün üzerindeki göstergeyi (ýþýk (led)) görme ve izlemenin zor veya imkansýz olduðu mahallerde kullanýlacaktýr. Paralel ihbar lambasý üzerindeki gösterge (ýþýk (led)), izleme kolaylýðý için kýrmýzý renkte ve 10 mm den küçük olmamalýdýr. Paralel ihbar lambasý ISO 9001 Kalite Yönetim Sistem belgelerine sahip üretici firma mamulü olacaktýr. Paralel ihbar lambasý temini, yerine montajý, baðlanmasý her nevi ufak malzeme ve iþçilik dahil, çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354151470;Konvansiyonel optik duman ve sýcaklýk dedektörü ve montajý:(Ölçü: Ad.) Dedektör optik yöntem ile duman algýlamasý yapacaktýr. Dedektör ýþýk saçma prensibiyle çalýþan bir fotoelektrik duman hücresine sahip olacaktýr. Dedektör buna ek olarak, ýsýya duyarlý yarý iletken vasýtasýyla sýcaklýk algýlamasý yapacaktýr. Dedektör paralel ihbar lambasý baðlantýsýna uygun ve takýlýp sökülebilmesini saðlayan bir sokete sahip olacaktýr. Dedektör TS EN 54-7 ve TS EN 54-5 standardýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Dedektörün  temini, iþyerine nakli, her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354151550;Konvansiyonel optik duman dedektörlü, havalandýrma kanalý örnek alma cihazý (Ölçü: Ad.) Cihaz içerisine entegre edilmiþ, konvansiyonel optik duman dedektörü ile havalandýrma kanallarýnda duman algýlamasý yapabilen, havalandýrma kanalýndan optik duman dedektörüne uygun deðerde hava akýþý saðlayarak örnekleme yapabilen, ABS veya metal gövdeye, içerisindeki dedektörün iþlevlerinin görülebileceði seffaf kapaða sahip, TS EN 54-7 ve TS EN 54-27 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný ve Avrupa Birliði;;2271.88
SIHHÝ TESÝSAT;354151560;Dahili elektronik yangýn ihbar sireni (Ölçü: Ad.) Dahili sirenin gövdesi saðlam, ýsýya dayanýklý kýrmýzý renkte ve estetik görünüþlü olmalýdýr. Siren minimum 100 db/1mt ses þiddetinde olmalýdýr. Sirenin koruma sýnýfý en az IP 42 olan siren TS EN 54-3 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip sirenin temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi;;323.44
SIHHÝ TESÝSAT;354151570;Dahili  elektronik yangýn ihbar flaþörü (Ölçü: Ad.) Dahili flaþörün gövdesi saðlam, ýsýya dayanýklý olmalýdýr. Flaþörün minimum flaþ enerjisi 2,5 Joule, flaþ frekansý 1 Hz olmalýdýr. Flaþör uzak noktada dahi görülebilir olmalý. Flaþörün koruma sýnýfý en az IP 44 olmalýdýr. Flaþörün TS EN 54-23 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip üretici firma mamulü olacaktýr. Flaþörün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi;;323.44
SIHHÝ TESÝSAT;354151580;Dahili  tip flaþörlü elektronik yangýn ihbar sireni (Ölçü: Ad.) Siren flaþörün minimum 100 db/1mt ses þiddetinde olmalýdýr. Siren flaþörün minimum flaþ enerjisi 2,5 Joule, flaþ frekansý 1 Hz olmalýdýr. Siren flaþör uzak noktada dahi görülebilir olmalýdýr. Siren flaþörün koruma sýnýfý en az  IP 42 olmalýdýr. Siren flaþör TS EN 54-3 ve TS EN 54-23 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip siren flaþörün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
SIHHÝ TESÝSAT;354151590;Harici  elektronik yangýn ihbar sireni (Ölçü: Ad.) Dahili sirenin gövdesi saðlam, ýsýya dayanýklý kýrmýzý renkte ve estetik görünüþlü olmalýdýr. Siren minimum 100 db/1mt ses þiddetinde olmalýdýr. Siren neme karþý korumalý zamana karþý boyalý olmalýdýr. Siren koruma sýnýfý en az IP 65 olmalýdýr. Siren TS EN 54-3 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ, üreticinin performans beyaný  ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip üretici firma mamulü olacaktýr. Sirenin temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
SIHHÝ TESÝSAT;354151600;Harici  tip flaþörlü elektronik yangýn ihbar sireni:  (Ölçü: Ad.) Dahili siren flaþörün gövdesi saðlam, ýsýya dayanýklý olmalýdýr. Siren flaþörün minimum 100 db/1mt ses þiddetinde olmalýdýr. Siren flaþörün minimum flaþ enerjisi 2,5 Joule, flaþ frekansý 1 Hz olmalýdýr. Siren flaþör uzak noktada dahi görülebilir olmalý ve karþý korumalý zaman karþý boyalý olmalýdýr. Siren flaþörün koruma sýnýfý en az IP 65 olmalýdýr. Siren flaþörün TS EN 54-3 ve TS EN 54-23 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný  ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip üretici firma mamulü olacaktýr. Siren flaþörün temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354151610;Konvansiyonel harici tip yangýn ihbar butonu: (Ölçü: Ad.) Konvansiyonel yangýn ihbar butonlarý, üzerilerindeki plastik film kaplý 0.1mm lik camý kýrýlarak aktive edilmelidir. Cam kýrýldýðýnda normalde cama dayalý duran bir mikro anahtar serbest hale gelerek konum deðiþtirmeli ve yeni bir cam takýlýncaya kadar bu durumda kalmalýdýr. Buton bir test anahtarý vasýtasýyla camlarý kýrýlmadan da test edilebilmelidir. Butonun koruma sýnýfý en az IP 65 olmalýdýr. Buton TS EN 54-11 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyanýve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip üretici firma mamulü olacaktýr. Butonun temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi;;323.44
SIHHÝ TESÝSAT;354151620;"Asma tavana monte edilecek yangýn ihbar dedektörü montaj kiti  (Ölçü:Ad.) Optik duman, sýcaklýk, kombine sýcaklýk ve duman gibi konvansiyonel veya yangýn ihbar dedektörlerinin taþ yünü, alçýpan veya metal vb. tüm asma tavan çeþitleri montajýnda; sarkma veya bozulmalarý engellemek ve mimari bütünlüðü saðlamak amacýyla kullanýlacaktýr. Dedektör soketlerinin monte edileceði asma tavan ünitesi, ABS yapýda olup, dedektörler ile ayný renk ve malzemeden yapýlmýþ olmalýdýr. Ünite, asma tavan malzemesine en az iki metal kulakçýk ile sýkýþtýrma prensibi ile monte edilecektir. Metal kulakçýklar paslanmaz malzemeden yapýlmýþ olup, vidalama prensibi ile çalýþacaktýr. Kesinlikle yaylý mekanizma kullanýlmayacaktýr. Asma tavan ünitesi, ISO 9001 Kalite Yönetim Sistem belgelerine sahip üretici firma mamulü olacaktýr.";;323.44
SIHHÝ TESÝSAT;354151630;Dedektör sýva üstü montaj kutusu (Ölçü: Ad.) Konvansiyonel veya adresli yangýn algýlama dedektörlerinin hava þartlarýna dayanýklý ortamlarda veya sýva üstü tesisat uygulamalarýnda kullanýlacak, korozyona dayanýklý malzemeden üretilmiþ ve ISO 9001 Kalite Yönetim Sistem belgelerine sahip üretici firma mamülü montaj kutusunun temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354151640;Dahili  tip elektronik yangýn ihbar zili (Ölçü: Ad.) Dahili tip elektronik yangýn ihbar zili, düþük akým tüketimine sahip olacaktýr. Zilin mikro-motor ünitesi, elektromanyetik alanlarýn ve radyo frekanslarýnýn etkilerini azaltacak þekilde tasarlanmýþ olacaktýr. Zilin koruma sýnýfý en az IP 51 olmalýdýr. TS EN 54-3 standardýna, 305/2011/AB Yapý Malzemeleri Yönetmeliðine uygun olarak üretilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný  ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip dahili tip elektronik yangýn ihbar zilinin temini, iþyerine nakli her türlü ufak malzeme dahil, test edilerek çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354152050;Söndürmeyi baþlatma butonu (Ölçü: Ad.) Söndürmeyi baþlatma butonlarý, üzerindeki esnek kýrýlmaz cama ve butona basýldýðýnda aktive olmalý ve bir anahtar vasýtasýyla sýfýrlama iþlemi gerçekleþtirilene kadar bu durumda kalmalýdýr. Yangýn ihbar butonlanndan ayýrt edilebilmesi için sarý renkli olmalý ve üzerinde uyarý yazýsýna sahip olmalýdýr. Buton TS EN 12094-3 standardýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Söndürmeyi baþlatma butonu temini, yerine montajý, yangýn ihbar sortilerine baðlanmasý her nevi ufak malzeme ve iþçilik dahil, çalýþýr halde teslimi.;;323.44
SIHHÝ TESÝSAT;354152060;Söndürmeyi bekletme (durdurma) butonu (Ölçü: Ad.) Söndürmeyi bekletme butonlarý, üzerindeki esnek kýrýlmaz cama ve butona basýldýðýnda aktive olmalý ve basýlý tutulduðu sürece aktif kalmalýdýr. Yangýn ihbar butonlarýndan ayýrt edilebilmesi için mavi renkli olmalý ve üzerinde uyarý yazýsýna sahip olmalýdýr. Buton TS EN 12094-3 standardýna, 305/2011/AB Yapý malzemeleri Yönetmeliðine uygun imal edilmiþ, CE uygunluk iþaretiyle piyasaya arz edilmiþ ve üreticinin performans beyaný ve Avrupa Birliði tarafýndan akredite edilmiþ kuruluþlardan alýnmýþ Performans Deðiþmezlik Sertifikasýna sahip olacaktýr. Söndürmeyi bekletme butonu temini, yerine montajý, yangýn ihbar sortilerine baðlanmasý her nevi ufak malzeme ve iþçilik dahil, çalýþýr halde teslimi.;;323.44
ELEKTRÝK;354171001;1 Kanallý, 1x1000m menzilli;;8837.50
ELEKTRÝK;354171002;2 Kanallý, 2x1000m menzilli;;10859.38
ELEKTRÝK;354171003;4 Kanallý, 4x1000m menzilli;;11131.25
